asset_id,main_type,sub_type,modifiers
187596,S,c,[]
17034,SB,c,[]
257771,S,c,[]
178898,S,b,[]
142082,S,b,['?']
188941,S,b,[]
138972,SB,b,['d']
114709,S,c,[]
225843,S,b,[]
250430,S,c,[]
150511,S,c,[]
234018,S,c,[]
4080,S,c,[]
204749,S,c,[]
163998,S,b,[]
207313,S,b,['i']
231228,S,b,[]
270176,S,b,[]
177591,S,c,[]
220338,S,c,['?']
182259,S,c,[]
24081,S,b,[]
249032,S,c,[]
132783,S,b,[]
231780,SB,c,['?']
90786,S,c,[]
121977,S,b,"['d', '?']"
194441,S,b,[]
184805,S,c,['?']
49750,S,c,['?']
195021,S,b,[]
124981,SB,c,[]
37731,SB,c,[]
3535,S,c,[]
248349,S,c,['?']
138947,S,a,[]
81272,S,c,[]
234804,S,c,['d']
11704,S,c,[]
239565,S,c,['?']
186589,SB,b,['?']
18505,S,b,['?']
155139,S,b,['m']
79307,S,c,['?']
139892,S,c,['?']
178953,S,d,['i']
85745,S,c,['?']
272327,S,c,[]
186352,S,c,['?']
32275,S,c,[]
201026,SB,b,[]
116756,S,c,[]
289320,S,b,[]
23255,S,c,[]
211519,S,b,[]
7981,S,c,[]
285041,SB,c,['r']
56490,SB,b,[]
94690,S,b,['r']
41547,S,c,[]
116939,S,c,['?']
152550,SB,b,[]
34243,S,b,"['o', '?']"
194953,S,c,[]
12810,S,c,['i']
276508,S,c,[]
260442,SB,c,[]
294149,SB,c,[]
181457,S,c,[]
248633,S,c,[]
26606,Unknown,A,[]
144397,S,c,[]
17241,E,c,[]
84852,S,b,[]
263269,S,d,[]
87578,S,d,['i']
115294,SB,c,[]
167562,S,c,[]
68479,S,c,['?']
259052,S,b,['m']
189706,S,c,[]
216643,S,b,['o']
181439,S,b,[]
116832,S,c,['m']
180558,S,b,['m']
272663,S,c,['+']
59943,S,c,[]
256500,S,c,['?']
137055,S,b,[]
53997,SB,b,[]
219131,S,d,['?']
189061,S,b,['?']
12183,E,c,[]
107148,SB,b,[]
239552,S,c,['?']
24902,E,c,[]
195173,SB,b,['?']
218626,S,c,[]
10811,S,b,[]
177250,S,b,['?']
68305,S,b,['o']
313,S,b,['r']
286595,SB,c,[]
238347,S,b,['r']
281315,S,c,[]
23704,S,c,[]
258308,S,c,[]
40531,S,c,[]
287405,S,c,['?']
213412,SB,b,['d']
64146,S,b,[]
214288,S,b,[]
259933,S,c,['?']
29909,S,d,[]
269485,S,d,[]
74053,SB,b,[]
123881,S,b,[]
119829,S,c,['r']
101366,S,c,['?']
228773,S,d,['?']
286304,S,c,[]
245025,SB,b,[]
71173,S,b,[]
193269,S,c,[]
211889,S,b,['i']
136462,S,c,[]
178922,S,c,[]
35054,S,b,[]
35651,S,d,['?']
37476,S,b,[]
73417,S,c,['m']
46165,S,c,[]
248118,S,c,[]
68900,SB,b,[]
247878,S,c,[]
139695,S,c,[]
54114,S,b,[]
194895,S,c,['?']
88592,E,c,[]
248293,S,c,[]
203086,S,c,[]
37802,S,c,[]
82802,S,c,[]
265457,S,c,['?']
180649,SB,b,[]
90239,S,c,['r']
244515,S,b,[]
115743,S,d,[]
25269,S,b,['i']
223998,S,c,[]
14336,S,c,"['i', '?']"
185463,S,c,['?']
293609,S,c,[]
15359,S,c,[]
56863,S,c,[]
176396,S,c,[]
11531,S,c,[]
10619,S,b,['i']
110185,S,b,[]
237911,S,d,['?']
51410,S,b,[]
174945,SB,c,[]
230415,S,b,['?']
164372,S,b,[]
274989,S,c,['i']
114692,S,b,[]
122591,E,c,[]
236549,S,c,['?']
37971,S,b,[]
157411,S,c,['?']
167202,S,b,[]
218082,S,b,['m']
66522,S,b,[]
249496,S,c,[]
175670,S,b,['?']
52390,SB,b,['?']
263989,S,c,[]
69620,S,c,[]
148914,S,c,['m']
9298,S,c,['?']
178613,S,c,[]
252461,S,c,[]
16377,S,b,[]
241905,SB,b,[]
14939,SB,c,['?']
55705,S,b,[]
77087,S,c,[]
145671,S,a,['o']
204663,S,c,['?']
230053,E,c,[]
22891,S,c,[]
172803,SB,c,[]
9440,S,c,[]
169484,SB,c,[]
149254,SB,c,['m']
260308,S,d,[]
150255,S,b,[]
181994,S,c,[]
110503,S,c,[]
171578,S,b,['?']
17981,S,c,[]
11686,S,c,['o']
178356,S,b,[]
91323,SB,c,['?']
49640,S,c,['?']
211037,S,b,[]
95236,S,b,[]
14394,S,b,[]
107135,S,b,[]
30154,S,c,['m']
39995,S,c,[]
135141,S,b,[]
200330,S,a,['o']
112243,S,c,"['i', '?']"
3148,S,c,[]
152459,S,c,['?']
119441,S,c,['?']
192340,S,c,[]
144882,S,c,['?']
96518,S,b,[]
254564,S,c,[]
270682,S,c,[]
278299,SB,c,[]
90066,S,c,['?']
98807,S,b,[]
258038,S,c,['i']
157942,SB,b,[]
213347,S,c,[]
122956,SB,c,['d']
85198,S,c,['o']
200913,S,b,[]
207495,S,c,[]
21678,SB,c,[]
130848,SB,b,['r']
35428,SB,c,[]
54560,S,c,[]
27069,S,b,['r']
201811,S,c,[]
189079,S,c,[]
47821,S,b,['r']
45368,S,c,['r']
143507,SB,c,['i']
129444,S,c,[]
7205,S,c,[]
161275,S,b,[]
134076,S,b,['r']
225431,SB,c,[]
102392,SB,b,[]
262162,S,b,['i']
150843,S,c,['?']
235313,S,b,[]
88760,S,c,[]
197723,S,c,[]
170868,SB,c,['i']
150295,SB,c,[]
223628,S,b,['m']
88713,S,b,['m']
80999,SB,b,[]
113795,S,c,[]
241538,S,c,['i']
112617,S,c,[]
165757,S,b,[]
255357,E,c,[]
92482,SB,c,[]
247765,E,c,[]
214536,SB,b,[]
164759,S,c,['?']
134867,S,c,[]
223562,S,d,['i']
69043,S,d,['i']
196969,S,c,[]
127172,S,c,[]
208716,S,c,[]
195510,S,b,['?']
256515,S,c,['?']
287388,S,b,['i']
135270,S,b,['r']
171709,SB,b,[]
14997,SB,b,[]
36058,S,b,[]
6711,S,b,['?']
150104,S,b,['?']
197908,S,c,[]
57452,S,c,[]
250197,S,c,['?']
277567,SB,b,[]
124098,E,c,[]
88642,S,c,[]
150025,S,c,['?']
207186,E,c,[]
171995,S,b,['m']
74158,S,b,[]
196142,S,c,[]
237530,S,c,[]
163718,S,b,[]
149386,S,c,[]
70507,S,c,['i']
54060,S,d,['m']
125911,SB,b,['r']
276982,S,b,[]
102372,S,c,[]
100794,S,c,"['i', '?']"
187500,S,c,[]
272591,S,c,['?']
56207,S,b,[]
21,S,c,[]
52910,S,b,[]
290374,E,c,[]
215533,S,c,['m']
187604,S,c,['m']
47454,SB,b,[]
51061,S,b,['o']
159612,SB,b,[]
31085,S,c,[]
262256,SB,c,[]
236310,S,b,['r']
190310,E,c,['m']
46484,SB,c,[]
65158,S,c,[]
260644,S,c,[]
260026,S,b,['i']
195139,S,c,[]
94649,S,d,[]
99826,SB,c,[]
79569,S,a,[]
268088,S,c,[]
81282,SB,b,['?']
194276,S,b,['m']
30641,S,d,['i']
14523,S,c,[]
185615,S,b,[]
58793,E,c,[]
194915,S,c,[]
109077,S,c,[]
81920,S,c,[]
242535,S,b,[]
56898,S,c,[]
72258,S,c,['?']
211764,S,b,[]
242469,S,b,[]
276062,S,b,[]
263475,SB,c,['i']
25513,S,b,['m']
188581,S,c,[]
182225,SB,c,[]
173807,S,c,[]
151253,S,c,['?']
219625,E,c,[]
144955,S,b,[]
82491,S,b,[]
190441,SB,b,[]
222047,S,c,[]
243024,SB,c,[]
7410,S,c,[]
185940,SB,c,['o']
136762,S,c,[]
174083,S,d,[]
173374,S,a,[]
22527,S,c,[]
25146,S,d,['?']
134695,SB,b,[]
167242,S,c,['?']
7281,S,c,[]
242833,SB,c,[]
246773,S,c,"['m', '?']"
76394,S,b,['o']
256259,S,c,[]
203419,SB,b,[]
113856,S,b,[]
16474,S,b,[]
271235,S,b,[]
249797,S,c,[]
219034,S,b,[]
228221,S,b,[]
159641,S,b,[]
46073,S,b,[]
112659,S,b,[]
136408,S,b,"['d', '?']"
278469,S,c,[]
156486,S,c,[]
241474,S,c,[]
176829,S,c,['m']
244656,S,c,[]
205499,S,c,[]
3978,S,b,[]
9084,S,c,[]
68779,SB,b,[]
123478,S,c,[]
186194,S,b,['?']
276125,S,c,"['i', '?']"
270452,S,c,[]
255086,SB,c,['?']
18894,S,b,[]
244977,S,b,[]
251375,SB,c,[]
216743,S,c,['o']
56195,S,b,['r']
60320,S,d,['+']
11105,S,b,[]
194263,S,c,[]
200460,S,b,[]
263670,S,b,[]
191287,S,c,[]
218526,S,c,[]
38735,S,a,[]
259636,SB,c,[]
115897,S,b,[]
216413,S,c,[]
287339,S,c,[]
125872,S,d,['i']
247973,S,b,[]
252383,S,c,[]
234874,S,b,[]
208917,S,c,['r']
19614,S,c,[]
163362,SB,c,[]
285952,S,c,['i']
258105,S,b,[]
57134,SB,b,[]
273948,S,b,[]
28514,S,b,[]
51859,S,b,['m']
239556,SB,b,[]
234410,S,b,[]
80021,S,b,[]
332,SB,c,[]
64430,S,b,[]
167822,S,c,['m']
207141,SB,c,[]
196972,S,b,['d']
234614,S,c,[]
192900,S,b,['i']
267065,SB,b,[]
212000,SB,b,[]
83827,S,d,['?']
286859,S,c,['?']
113137,S,b,['m']
256766,S,c,[]
38803,S,a,['?']
271505,S,b,[]
59795,S,a,[]
150951,S,b,[]
252495,S,c,[]
138143,S,b,[]
280466,S,b,"['r', '?']"
217773,S,b,['r']
76305,S,a,['m']
169633,S,c,['?']
217088,S,b,['i']
273719,E,c,[]
164279,S,c,[]
94144,S,b,[]
27576,S,b,[]
157914,S,b,[]
23630,S,c,[]
55369,S,b,[]
68849,S,c,[]
261152,S,d,[]
231553,S,c,[]
64718,S,c,[]
166194,S,c,[]
136745,S,c,['?']
216547,S,c,['?']
57170,SB,c,[]
148552,S,c,[]
51515,SB,b,['?']
155294,S,b,"['m', '?']"
239945,SB,b,[]
203904,S,b,[]
11082,S,a,[]
230107,S,b,[]
127873,S,b,[]
74902,S,c,['?']
246991,S,c,['?']
140028,S,b,[]
245435,S,b,[]
17458,E,c,[]
18959,S,d,['i']
1392,SB,b,[]
249069,S,c,['?']
56636,S,b,[]
228290,S,c,['+']
12083,S,c,[]
67830,S,c,['?']
282062,SB,b,['m']
182160,S,c,[]
211277,S,b,[]
102189,S,c,['?']
160860,S,c,[]
67703,S,b,[]
179010,S,c,['i']
235001,Unknown,A,[]
19093,S,b,['?']
272171,S,b,[]
201959,S,c,['?']
267100,S,c,['i']
114834,S,b,[]
229124,S,c,['?']
14361,S,b,['r']
114731,E,c,[]
145114,S,c,['?']
16556,S,b,['+']
201194,S,b,[]
181946,S,c,[]
88371,S,d,[]
102698,S,c,[]
205114,SB,b,[]
253864,S,c,['m']
186631,S,b,[]
151452,S,c,['?']
75320,S,b,[]
233895,S,b,['r']
156653,E,c,[]
206731,SB,b,[]
99430,S,b,['o']
120386,SB,b,['r']
89930,S,d,['m']
95872,S,c,['?']
217252,S,c,['?']
77770,SB,b,['?']
265481,S,b,[]
270518,S,c,['?']
126401,S,b,['r']
130023,S,c,[]
167460,S,d,['i']
18489,S,c,"['r', '?']"
55407,S,b,[]
194455,S,b,['?']
31441,S,c,[]
111005,S,b,[]
3491,S,b,[]
52513,S,c,[]
106962,S,c,[]
94894,S,c,[]
266500,S,b,[]
141729,S,b,['?']
98316,S,b,[]
217181,S,b,[]
242891,S,b,['?']
28339,SB,b,['i']
179042,S,b,['i']
157169,S,c,['?']
227163,E,c,[]
2327,S,a,[]
77920,S,c,[]
231611,S,c,[]
164674,S,c,[]
125200,S,b,[]
158890,S,b,['+']
12206,SB,c,[]
200098,S,c,[]
93442,S,c,[]
71616,S,c,['?']
63206,S,c,['?']
11068,S,c,[]
32663,S,a,[]
145379,S,b,[]
15375,S,b,[]
283357,S,c,['?']
111452,S,b,['?']
60841,S,b,['m']
264254,S,b,[]
113868,S,c,[]
232592,S,c,[]
225816,S,c,[]
148681,S,c,[]
24731,S,b,[]
128590,S,c,[]
236992,S,c,[]
119397,SB,c,[]
233167,S,c,[]
206424,SB,b,[]
73965,S,c,['?']
69999,S,c,['?']
273475,S,c,['?']
174766,S,c,['?']
161363,SB,b,[]
190401,S,c,['?']
164121,S,d,['o']
142084,S,b,[]
59078,S,c,[]
264347,S,d,['?']
167269,SB,b,[]
92180,S,c,[]
113029,E,c,[]
162361,S,c,['?']
77636,E,c,[]
150644,S,b,['o']
257003,S,b,[]
165063,S,b,[]
62218,S,c,[]
129278,S,c,['?']
39980,S,c,[]
211813,SB,b,[]
286392,S,c,[]
181451,S,b,[]
109613,S,c,['?']
253425,S,c,[]
87623,S,b,[]
121791,S,c,['?']
273522,Unknown,A,[]
212050,S,c,"['d', '?']"
73600,S,c,['?']
125830,S,b,[]
204909,SB,c,"['i', '?']"
106941,SB,b,[]
83761,S,c,[]
85316,S,c,['?']
166320,S,b,['o']
267501,S,c,[]
86833,SB,b,[]
265193,SB,c,[]
217924,S,c,[]
98008,S,b,[]
87554,SB,c,[]
118829,S,c,['r']
232820,S,b,['o']
26722,S,b,[]
142192,SB,b,[]
96265,S,c,['?']
75957,SB,c,['m']
111162,S,b,['i']
117067,S,c,['?']
210728,S,a,['d']
263720,S,c,[]
18934,Unknown,A,[]
143333,S,c,['+']
99946,S,b,[]
189796,S,b,[]
67047,S,c,['?']
49097,S,c,[]
69084,SB,d,[]
79136,E,c,[]
36321,SB,b,['?']
84257,SB,b,[]
40833,S,c,['?']
63750,SB,b,[]
123334,SB,c,[]
57520,SB,c,[]
271548,S,c,['?']
185754,S,b,['o']
126499,S,b,[]
229061,S,c,[]
222172,S,c,['?']
8683,E,c,[]
196941,S,b,[]
48186,S,b,"['i', '?']"
35897,S,b,[]
182234,S,b,[]
171965,SB,b,[]
223901,S,b,['r']
265237,S,c,['?']
142967,Unknown,A,[]
57545,S,b,[]
95824,S,b,['r']
260817,S,c,[]
131559,S,c,[]
55202,S,a,[]
246820,S,c,[]
63228,S,d,[]
54895,SB,b,['m']
108610,S,c,[]
265528,S,b,[]
267128,S,c,['?']
191154,SB,c,['m']
121139,S,d,[]
114116,S,b,[]
181917,S,b,[]
169770,S,b,[]
179548,E,c,[]
26750,SB,c,[]
123567,S,b,[]
185269,S,b,[]
256478,S,c,[]
268692,S,c,[]
15712,S,c,[]
67149,S,c,[]
90800,S,c,[]
93283,S,b,[]
139497,S,b,[]
292427,S,b,[]
268206,SB,c,[]
255464,S,d,['o']
35580,S,c,[]
81457,S,c,['?']
165806,S,c,['?']
208159,S,b,[]
39249,S,d,['i']
42166,S,a,[]
177932,E,c,[]
102406,S,c,[]
59542,SB,b,[]
136846,S,b,['?']
144582,S,c,[]
254520,SB,c,[]
220315,S,b,[]
2179,S,c,"['i', '?']"
272276,S,c,[]
15271,S,b,[]
119896,S,c,['?']
49576,SB,c,['d']
117795,S,b,[]
74485,S,a,[]
28873,SB,c,[]
195117,S,c,['?']
207406,S,c,[]
88032,S,c,[]
14341,S,b,['o']
208192,S,c,[]
166945,SB,b,[]
252084,S,c,[]
289974,S,c,['i']
256442,SB,c,['?']
168808,S,b,[]
182269,S,c,[]
215130,S,c,[]
235305,S,b,[]
220222,S,c,[]
249299,S,c,[]
82673,S,c,[]
26460,S,b,[]
63778,SB,b,[]
262135,S,c,[]
118600,SB,c,[]
186376,S,b,['?']
132293,S,b,[]
18995,S,b,[]
195029,SB,c,[]
289799,S,c,[]
213561,S,b,[]
238325,S,b,['?']
160028,SB,c,[]
197082,S,c,['?']
93081,S,c,"['r', '?']"
16909,S,c,['?']
117223,S,b,[]
142482,S,b,[]
207305,S,b,[]
207446,S,c,['?']
51755,S,c,[]
91425,SB,b,[]
128057,S,c,[]
54343,SB,c,[]
281660,S,c,"['i', '?']"
255323,S,c,['m']
134820,S,c,[]
56588,S,b,[]
55246,S,b,['o']
61170,S,c,[]
227462,S,c,[]
217409,S,c,['m']
191270,S,c,[]
163417,SB,b,[]
117868,S,b,[]
32799,S,b,['?']
138044,S,c,[]
161184,S,b,"['m', '+']"
214821,S,b,['+']
250693,S,c,[]
189876,S,b,[]
61756,S,a,[]
27063,S,c,[]
243983,S,c,['o']
9554,S,b,['m']
185277,S,c,[]
254287,S,c,[]
128259,S,b,[]
131957,S,a,[]
54479,S,d,"['i', '?']"
173131,S,c,['?']
26357,SB,b,['?']
244803,S,b,['r']
69517,S,c,[]
236981,E,c,[]
26848,S,b,[]
156300,S,b,['m']
239601,S,c,[]
269139,S,d,['i']
47265,S,c,['?']
270976,S,c,[]
22539,S,c,[]
245482,S,c,[]
250036,S,d,['o']
226248,S,c,['o']
12182,SB,c,[]
14496,S,b,[]
98754,S,b,[]
156012,S,b,['m']
67552,S,c,[]
51052,S,b,[]
128422,S,c,['i']
117604,SB,c,[]
241626,S,b,['o']
26127,S,b,[]
127904,S,b,['?']
278030,S,c,['m']
140793,S,b,[]
38465,SB,b,[]
153209,S,c,[]
53366,S,c,['?']
24165,S,b,['?']
47480,SB,c,"['i', '?']"
257381,S,c,[]
105937,S,b,[]
80184,S,b,['i']
61115,S,d,[]
210082,S,b,[]
180923,S,b,['?']
267538,E,c,[]
59448,Unknown,A,[]
122260,S,b,[]
23351,S,c,[]
166848,S,c,[]
23061,E,c,[]
239872,S,c,[]
115766,S,c,['?']
41927,S,a,['?']
155144,S,b,[]
154741,S,b,[]
44634,S,c,[]
55681,S,b,[]
272510,S,b,[]
156890,S,c,['?']
166405,S,b,[]
219621,S,c,[]
219284,S,c,[]
143187,S,c,[]
249441,S,c,"['d', '+']"
76501,S,a,['m']
215459,S,b,[]
68054,S,b,[]
958,S,b,[]
100376,SB,b,[]
11733,S,b,['?']
92080,S,c,['?']
161739,S,c,[]
67219,S,b,[]
6749,SB,b,[]
232016,S,d,['?']
207796,S,c,[]
17953,S,c,[]
171330,S,c,['?']
108447,S,c,['?']
47151,S,c,['?']
30947,S,b,['m']
225000,S,c,[]
228681,S,b,[]
140773,S,d,['o']
61663,S,b,[]
90495,SB,b,['r']
244263,S,c,[]
252881,S,b,['?']
99309,S,d,['o']
232029,S,c,['?']
97271,E,c,[]
131008,SB,c,['r']
162015,S,c,[]
87688,S,b,[]
112013,SB,c,['?']
49233,S,b,['?']
169462,S,b,[]
103075,S,b,[]
12807,SB,b,[]
84648,S,b,[]
121169,S,b,[]
205133,S,c,['?']
237040,S,c,['r']
242855,S,c,['o']
188820,SB,b,[]
86318,S,c,['?']
63978,SB,b,[]
222892,S,b,[]
221752,S,c,[]
111945,S,c,[]
189618,S,b,[]
100086,S,c,['?']
163880,S,b,[]
200153,E,c,[]
52637,S,d,['i']
102837,SB,b,['d']
190661,SB,b,[]
212054,S,b,[]
20331,S,b,[]
167223,S,c,[]
198689,S,c,[]
39658,S,a,['?']
231508,S,c,[]
96230,S,c,['?']
83269,S,c,[]
160259,S,c,['?']
220632,S,b,['?']
192001,S,b,['r']
41343,S,b,[]
133447,S,d,[]
249160,S,c,[]
106960,S,d,['i']
264079,SB,c,[]
269695,S,c,[]
62000,S,b,['r']
293943,S,c,[]
6828,S,d,['?']
249492,S,c,[]
169149,S,a,[]
219862,S,c,"['i', '?']"
91305,S,c,[]
276921,S,b,[]
102131,S,b,[]
174525,S,b,[]
58130,S,c,[]
161240,SB,b,['r']
261041,S,b,['o']
278621,S,b,[]
100950,S,c,[]
5003,S,b,[]
107656,E,c,[]
253086,S,c,['i']
152292,SB,c,[]
181242,S,b,[]
76478,S,c,[]
38516,S,b,[]
67207,S,b,[]
77086,S,c,"['o', '?']"
108788,S,b,['?']
13396,S,c,[]
9536,S,c,[]
1261,S,c,[]
233046,S,c,[]
74908,S,d,[]
124905,S,b,[]
255275,S,c,['?']
117108,S,b,[]
117752,S,b,['?']
31070,S,b,[]
209740,S,c,[]
148821,S,b,[]
156240,SB,b,['m']
37668,SB,c,['m']
15228,E,c,[]
191719,S,c,[]
48913,SB,c,[]
149670,S,c,[]
94607,S,b,[]
213295,E,c,[]
11913,S,b,[]
18657,S,c,['?']
294104,S,c,['i']
270693,S,c,[]
174349,S,c,['?']
20900,S,c,[]
177664,S,c,['?']
67262,S,b,[]
45501,S,b,[]
62915,S,c,['i']
280715,S,d,['o']
3615,S,c,[]
161104,SB,b,[]
49493,S,b,[]
259806,E,c,[]
190631,S,a,[]
219141,S,c,[]
160201,S,c,[]
125263,S,c,['d']
159702,S,c,[]
247334,S,c,[]
228617,SB,c,[]
62374,S,c,[]
131484,S,c,['i']
236373,SB,b,[]
46780,S,c,[]
179158,S,b,[]
190750,SB,a,[]
165061,S,b,['i']
134280,S,c,['?']
103031,S,b,[]
127003,S,b,['?']
27758,S,c,[]
149161,S,c,[]
284267,S,b,[]
250988,S,c,[]
70298,S,b,['?']
172455,S,b,[]
69904,S,b,[]
35604,S,d,[]
73001,S,c,[]
208526,S,c,['?']
99488,S,c,['?']
93663,S,c,[]
48160,S,c,[]
26658,E,c,[]
196556,S,c,[]
263837,S,b,[]
211589,S,b,[]
20394,S,c,['?']
142520,S,c,[]
281031,S,c,['?']
229143,S,b,['o']
108992,S,b,['?']
130092,S,d,[]
55803,SB,b,['i']
84517,S,b,[]
168499,S,c,['?']
261155,S,c,['?']
112997,SB,c,[]
250090,SB,c,[]
26787,SB,b,[]
196518,S,c,[]
188138,S,b,[]
235677,S,a,['i']
290068,SB,b,[]
209687,S,b,[]
126430,S,c,['i']
162246,S,c,['?']
232287,S,b,[]
21573,S,b,['?']
12875,S,b,[]
136638,SB,b,[]
170416,SB,b,['?']
141197,S,c,[]
61334,S,c,[]
272067,S,c,[]
191130,S,b,[]
248477,S,c,['?']
76029,S,c,['?']
99887,SB,b,[]
110797,S,b,['o']
21206,S,c,[]
45052,S,c,[]
131345,S,b,[]
84375,Unknown,A,[]
221794,SB,b,[]
103016,SB,b,[]
276848,S,c,['?']
206417,S,c,[]
15163,S,b,[]
113139,SB,c,[]
140515,S,b,[]
181552,E,c,[]
44076,S,b,[]
164720,S,b,['m']
165961,S,c,[]
187185,S,c,['?']
260481,S,b,[]
257069,SB,c,['o']
271314,S,c,[]
89169,E,c,[]
63780,SB,c,[]
223543,E,c,[]
129347,S,d,['o']
24776,S,c,[]
16096,S,b,['?']
128180,S,c,['?']
204855,S,c,['?']
112409,SB,c,[]
135081,SB,b,[]
86217,SB,b,[]
180696,S,c,[]
225154,S,c,[]
50880,S,c,[]
68127,S,c,[]
160017,S,c,[]
85602,SB,b,[]
55465,S,c,[]
57644,S,c,[]
184030,SB,b,[]
49939,S,b,[]
207043,S,b,[]
222600,S,b,[]
178511,S,c,[]
24991,S,c,[]
7550,S,d,[]
80097,S,c,[]
221018,S,c,[]
85989,S,c,[]
248108,S,c,[]
273510,S,c,"['m', '?']"
150131,S,c,['o']
107180,SB,c,['r']
198438,S,c,[]
53296,S,b,[]
210497,S,b,['o']
125590,S,c,[]
115737,SB,c,[]
132363,SB,c,[]
159896,S,d,['?']
156017,S,c,[]
53715,S,b,[]
150632,S,b,[]
131816,S,c,[]
249630,SB,b,[]
50599,S,b,[]
83379,S,b,[]
197092,S,b,[]
55852,S,c,[]
224353,S,c,['?']
180575,S,c,[]
247593,S,b,[]
215798,S,b,['?']
270790,S,b,['?']
75024,S,b,[]
101026,S,b,['i']
259673,S,c,[]
261564,S,b,[]
260358,S,d,['i']
97906,S,b,[]
151904,S,b,[]
286929,S,b,[]
40459,S,c,['?']
233001,S,c,[]
112525,S,c,[]
143898,SB,b,[]
39082,S,c,[]
255672,E,c,[]
264381,S,c,[]
54324,S,b,[]
151195,SB,b,[]
281853,SB,c,['m']
98449,S,c,['i']
250999,S,d,[]
166451,S,c,[]
137047,S,b,"['m', '?']"
8429,S,c,[]
37238,S,b,[]
85130,S,c,[]
56788,S,b,[]
151612,E,c,[]
17678,S,b,[]
41711,S,b,['r']
37244,SB,b,[]
198110,SB,a,[]
199959,S,b,[]
6925,S,b,['?']
99028,E,c,[]
280385,S,c,['?']
189181,S,b,[]
256987,S,c,[]
235301,S,b,[]
107946,E,c,[]
217505,SB,b,[]
145554,S,b,[]
3861,S,c,[]
123651,E,c,[]
240411,S,c,[]
142408,S,b,[]
257074,S,c,[]
187505,SB,b,['r']
201063,S,b,['?']
81955,S,b,[]
143236,SB,b,[]
212461,S,c,['?']
144413,S,c,[]
41592,E,c,[]
55818,S,c,[]
289179,S,b,['m']
217268,S,c,[]
114872,E,c,[]
222739,E,c,[]
62284,S,b,[]
193426,S,c,['m']
13457,S,b,[]
56761,SB,c,[]
233686,S,c,['i']
30140,S,d,[]
233682,S,c,[]
51741,S,c,[]
178381,S,b,[]
78008,S,b,[]
82041,S,c,[]
100159,S,b,['m']
212502,SB,c,[]
289144,S,c,[]
86884,S,c,[]
177677,S,c,[]
278932,S,b,[]
252229,S,b,[]
111262,S,b,[]
246173,S,c,['o']
138527,SB,b,[]
182214,SB,c,['i']
170618,S,c,[]
271301,S,c,['o']
93571,S,c,[]
256735,S,d,[]
230304,S,b,['?']
243489,S,c,['o']
181164,E,c,[]
47136,S,c,[]
136753,S,b,['?']
237111,S,b,[]
52591,S,b,[]
110440,S,b,['?']
62070,S,b,[]
153501,SB,b,['o']
142978,S,c,['?']
198373,S,c,[]
221463,S,c,['?']
117002,S,c,['?']
66766,S,d,['i']
55976,S,b,[]
1247,S,b,['i']
83469,S,c,[]
92670,S,b,['?']
32493,S,b,['i']
56892,S,b,['?']
159384,S,d,[]
39015,S,d,['m']
266050,S,c,[]
28453,S,c,[]
292465,S,b,[]
53725,SB,c,[]
97752,S,c,[]
115297,S,b,['m']
154381,S,c,['+']
129149,S,a,['r']
160450,SB,b,['?']
62765,S,c,[]
106963,S,c,"['o', '?']"
234338,S,c,[]
86199,S,a,[]
97720,S,b,[]
287770,S,c,[]
29920,S,c,[]
21523,S,b,[]
264146,S,c,['?']
54027,S,c,['?']
272742,SB,b,[]
161065,S,b,[]
189924,E,c,[]
223844,S,d,[]
79631,S,c,"['i', '?']"
271796,S,b,['?']
121,S,b,['o']
81506,S,c,['o']
258556,SB,c,[]
178272,E,c,[]
69570,S,b,[]
66116,S,b,['m']
151379,S,c,[]
237939,S,d,['?']
37181,S,c,[]
35503,SB,c,[]
4727,S,b,[]
162753,SB,b,['r']
58433,S,b,[]
206301,S,d,['i']
54115,S,b,['?']
13988,S,c,['i']
4702,SB,b,[]
273651,S,d,"['i', '?']"
241528,SB,c,['?']
198301,S,b,['?']
15984,S,b,['?']
48033,SB,b,[]
69938,S,c,[]
266390,S,c,[]
66487,S,a,['m']
259746,S,d,[]
167999,S,a,[]
82405,E,c,[]
125691,S,c,['?']
110035,S,b,[]
128972,S,c,[]
91759,S,c,['?']
55591,S,c,[]
215501,SB,c,['i']
9753,S,b,['+']
275037,S,b,[]
144157,S,b,[]
272866,SB,d,[]
115835,S,c,['?']
178445,SB,d,['m']
215315,SB,b,['o']
84195,S,b,[]
84641,SB,c,[]
111458,S,b,[]
177459,S,c,[]
123791,S,c,['?']
9425,S,b,['m']
240834,S,b,[]
28384,S,b,[]
238008,S,c,[]
196955,S,c,[]
253631,E,c,[]
88648,S,b,[]
127595,S,c,[]
197235,S,b,[]
140113,S,b,[]
64330,S,c,['?']
253877,S,c,"['i', '?']"
260525,S,c,[]
140823,S,c,[]
226540,SB,b,[]
47359,S,b,['?']
217491,S,c,['?']
67423,S,b,[]
244862,S,c,['?']
25564,SB,c,['?']
26572,SB,b,[]
109234,S,c,[]
130234,S,b,['m']
57770,S,c,['+']
265367,S,c,[]
54121,S,b,[]
120594,S,c,['+']
89635,SB,b,[]
260476,S,c,[]
48430,S,c,[]
196381,S,a,['d']
221724,S,c,[]
109397,S,c,[]
172339,S,b,['o']
52203,S,d,['o']
231102,SB,b,[]
173781,S,c,[]
165965,S,b,['m']
60120,S,b,[]
10642,S,d,[]
36548,S,c,[]
